id,filtered_words,features,label_index
F096,"celebrity, scandal, confirmed, sources, else, political, fire, soldier, blood","(200,[23,34,86,121,135,141,159,188,191],[0.6714286566053024,3.2208738275308737,2.4789364828014966,2.6330871626287546,2.997730276216664,3.172083663361442,3.5085558999826545,0.6406569979385486,2.324785802974238])",0.0
R247,"new, report, public, health, necessary, become, see, three, major","(200,[5,58,90,105,125,154,170,179,185],[2.920769235080536,3.914021008090819,3.577548771469606,0.6753425559264385,2.7826188965997183,3.3262343431887,2.849310271098391,3.5085558999826545,0.6792718340663283])",1.0
F226,"government, cover-up, confirmed, sources, remember, always, purpose, law.","(200,[11,13,23,59,85,89,138,188],[3.3262343431887,2.4789364828014966,0.6714286566053024,2.6902455764687034,3.3262343431887,3.914021008090819,4.270695952029551,0.6406569979385486])",0.0
F100,"flat, earth, confirmed, sources, five, start, change, ready, century.","(200,[23,76,118,157,174,187,188,196],[0.6714286566053024,2.057723017725193,2.958509563063383,3.2721671219184243,3.577548771469606,2.579019941358479,1.2813139958770972,3.2721671219184243])",0.0
F246,"government, cover-up, confirmed, sources, accept, black, resource, position., deal","(200,[13,19,23,33,57,59,70,148,188],[2.4789364828014966,3.5085558999826545,0.6714286566053024,3.2208738275308737,3.383392757028649,2.6902455764687034,3.7316994512968646,3.2208738275308737,0.6406569979385486])",0.0
F183,"aliens, confirmed, sources, idea, oil, exactly., heart, across","(200,[8,23,35,50,74,158,160,188],[2.5277266469709287,0.6714286566053024,3.172083663361442,2.7826188965997183,4.019381523748645,3.125563647726549,3.6516567436233283,0.6406569979385486])",0.0
R063,"new, report, policy, land, interesting, large, general, image, sound","(200,[22,34,65,103,105,142,148,166,185],[3.6516567436233283,3.2208738275308737,4.42484663185681,4.607168188650764,0.6753425559264385,2.4324164671666035,3.2208738275308737,3.383392757028649,0.6792718340663283])",1.0
R005,"new, report, election, military, couple, commercial, later","(200,[43,77,102,105,132,160,185],[3.0385522707369192,3.914021008090819,4.270695952029551,0.6753425559264385,2.4789364828014966,3.6516567436233283,0.6792718340663283])",1.0
R084,"new, report, election, media, act, several, appear, win, environmental","(200,[9,27,105,128,132,182,185,198],[3.577548771469606,7.828042016181638,0.6753425559264385,2.7826188965997183,2.4789364828014966,3.577548771469606,0.6792718340663283,4.019381523748645])",1.0
R124,"new, report, education, tax, part, hard, ten., experts, discuss","(200,[14,15,105,106,125,130,140,185,187],[2.997730276216664,3.3262343431887,0.6753425559264385,3.2721671219184243,2.7826188965997183,2.366458499374806,4.019381523748645,0.6792718340663283,2.579019941358479])",1.0
R118,"new, report, research, degree, individual, decide, whole, guy, institution","(200,[14,27,32,43,93,94,105,143,185],[2.997730276216664,3.914021008090819,2.7508701982851385,3.0385522707369192,3.0385522707369192,3.577548771469606,0.6753425559264385,2.849310271098391,0.6792718340663283])",1.0
F001,"aliens, confirmed, sources, audience, candidate, high, rise, reality","(200,[16,23,50,80,112,116,158,188],[3.2721671219184243,0.6714286566053024,2.7826188965997183,4.019381523748645,2.997730276216664,3.8187108282864943,3.125563647726549,0.6406569979385486])",0.0
F007,"immortal, jellyfish, confirmed, sources, economy, capital, nice, fire, team","(200,[17,23,66,68,76,141,170,188,191],[3.172083663361442,0.6714286566053024,2.38796470459577,3.4440173788450834,2.057723017725193,3.172083663361442,2.849310271098391,0.6406569979385486,2.324785802974238])",0.0
F046,"mind, control, confirmed, sources, current, chair, discover, his., girl","(200,[8,23,29,81,154,170,184,188,189],[2.5277266469709287,0.6714286566053024,3.8187108282864943,2.2276220545205905,3.3262343431887,2.849310271098391,2.5530444549552183,0.6406569979385486,3.0811118851557153])",0.0
R103,"new, report, research, peace, sing, remain., human, ability","(200,[4,32,51,81,97,103,105,185],[3.3262343431887,2.7508701982851385,3.914021008090819,2.2276220545205905,3.172083663361442,4.607168188650764,0.6753425559264385,0.6792718340663283])",1.0
R037,"new, report, budget, report, position, mrs, pattern, join","(200,[17,105,139,151,152,185,191],[3.172083663361442,1.350685111852877,3.6516567436233283,3.6516567436233283,3.7316994512968646,0.6792718340663283,2.324785802974238])",1.0
F193,"secret, cure, confirmed, sources, half, floor., edge, coach","(200,[23,92,114,120,121,147,180,188],[0.6714286566053024,2.345405090176974,3.6516567436233283,2.455405985391302,2.6330871626287546,2.324785802974238,4.42484663185681,0.6406569979385486])",0.0
R166,"new, report, election, fill, range, special., growth, similar","(200,[46,105,118,120,127,132,165,185],[3.914021008090819,0.6753425559264385,2.958509563063383,2.455405985391302,3.577548771469606,2.4789364828014966,4.607168188650764,0.6792718340663283])",1.0
F017,"immortal, jellyfish, confirmed, sources, chance, value, direction","(200,[3,23,66,76,146,154,188],[3.577548771469606,0.6714286566053024,2.38796470459577,2.057723017725193,3.0385522707369192,3.3262343431887,0.6406569979385486])",0.0
R008,"new, report, economic, growth, actually, care, coach, you., according","(200,[4,47,105,110,114,120,144,164,185],[3.3262343431887,2.849310271098391,0.6753425559264385,3.5085558999826545,3.6516567436233283,2.455405985391302,2.324785802974238,3.4440173788450834,0.6792718340663283])",1.0
F071,"celebrity, scandal, confirmed, sources, floor, team, occur, example","(200,[6,23,68,86,119,121,188],[2.997730276216664,0.6714286566053024,3.4440173788450834,2.4789364828014966,3.2208738275308737,5.266174325257509,0.6406569979385486])",0.0
F028,"mind, control, confirmed, sources, war, card, reveal, small, spend.","(200,[8,22,23,107,116,119,144,184,188],[2.5277266469709287,3.6516567436233283,0.6714286566053024,3.6516567436233283,3.8187108282864943,3.2208738275308737,2.324785802974238,2.5530444549552183,0.6406569979385486])",0.0
F227,"immortal, jellyfish, confirmed, sources, oil, traditional, know, executive","(200,[23,35,66,76,86,166,179,188],[0.6714286566053024,3.172083663361442,2.38796470459577,2.057723017725193,2.4789364828014966,3.383392757028649,3.5085558999826545,0.6406569979385486])",0.0
R200,"new, report, public, health, kitchen, standard, billion, those., meeting","(200,[5,20,57,58,105,156,167,170,185],[2.920769235080536,2.579019941358479,3.383392757028649,3.914021008090819,0.6753425559264385,3.4440173788450834,3.914021008090819,2.849310271098391,0.6792718340663283])",1.0
R225,"new, report, climate, change, avoid, list, piece, inside., season","(200,[21,65,105,128,133,158,185,187,188],[2.5277266469709287,4.42484663185681,0.6753425559264385,2.7826188965997183,3.125563647726549,3.125563647726549,0.6792718340663283,2.579019941358479,0.6406569979385486])",1.0
R062,"new, report, budget, report, name, past, fish, million.","(200,[15,75,105,124,176,185,191],[3.3262343431887,3.4440173788450834,1.350685111852877,3.5085558999826545,3.6516567436233283,0.6792718340663283,2.324785802974238])",1.0
F033,"hoax, confirmed, sources, difference, show, economy, work, professional","(200,[17,19,23,66,127,155,177,188],[3.172083663361442,3.5085558999826545,0.6714286566053024,2.38796470459577,3.577548771469606,4.019381523748645,2.4789364828014966,0.6406569979385486])",0.0
F012,"hoax, confirmed, sources, catch, shoulder, trade, tax.","(200,[19,23,129,149,156,177,188],[3.5085558999826545,0.6714286566053024,4.607168188650764,4.137164559405029,3.4440173788450834,2.4789364828014966,0.6406569979385486])",0.0
R121,"new, report, research, receive, whose, try, child, any.","(200,[17,32,44,93,105,139,147,185],[3.172083663361442,2.7508701982851385,3.2721671219184243,3.0385522707369192,0.6753425559264385,3.6516567436233283,2.324785802974238,0.6792718340663283])",1.0
F210,"aliens, confirmed, sources, avoid, chance, wear, travel","(200,[23,50,81,146,181,188],[0.6714286566053024,2.7826188965997183,2.2276220545205905,3.0385522707369192,4.607168188650764,1.2813139958770972])",0.0
F151,"hoax, confirmed, sources, form, congress, day, better, one, religious.","(200,[15,21,23,44,128,133,143,177,188],[3.3262343431887,2.5277266469709287,0.6714286566053024,3.2721671219184243,2.7826188965997183,3.125563647726549,2.849310271098391,2.4789364828014966,0.6406569979385486])",0.0
F099,"secret, cure, confirmed, sources, land, baby, growth, give, whose","(200,[23,92,120,139,147,148,183,188],[0.6714286566053024,2.345405090176974,2.455405985391302,3.6516567436233283,2.324785802974238,6.441747655061747,4.137164559405029,0.6406569979385486])",0.0
R090,"new, report, technology, breakthrough, meet, assume, require, move., major","(200,[20,49,58,64,81,105,140,160,185],[2.579019941358479,3.5085558999826545,3.914021008090819,4.270695952029551,2.2276220545205905,0.6753425559264385,4.019381523748645,3.6516567436233283,0.6792718340663283])",1.0
R125,"new, report, budget, report, prove, change, attack, no., site","(200,[14,70,91,93,105,185,187,191],[2.997730276216664,3.7316994512968646,3.7316994512968646,3.0385522707369192,1.350685111852877,0.6792718340663283,2.579019941358479,2.324785802974238])",1.0
R091,"new, report, climate, change, measure, thousand, information., kid","(200,[21,105,123,128,155,185,187,198],[2.5277266469709287,0.6753425559264385,3.4440173788450834,2.7826188965997183,4.019381523748645,0.6792718340663283,2.579019941358479,4.019381523748645])",1.0
R157,"new, report, climate, change, leave, local, letter, hard","(200,[21,28,105,113,125,164,185,187],[2.5277266469709287,3.8187108282864943,0.6753425559264385,3.5085558999826545,2.7826188965997183,3.4440173788450834,0.6792718340663283,2.579019941358479])",1.0
F098,"miracle, drug, confirmed, sources, one, sort, small., keep","(200,[15,23,45,56,60,120,188,194],[3.3262343431887,0.6714286566053024,3.8187108282864943,2.8844015909096608,2.8844015909096608,2.455405985391302,0.6406569979385486,3.914021008090819])",0.0
F164,"immortal, jellyfish, confirmed, sources, standard, person, top, idea., enjoy","(200,[5,23,49,66,76,128,167,175,188],[2.920769235080536,0.6714286566053024,3.5085558999826545,2.38796470459577,2.057723017725193,2.7826188965997183,3.914021008090819,4.270695952029551,0.6406569979385486])",0.0
R050,"new, report, economic, growth, rich, office, sister, site","(200,[12,91,105,120,121,144,185],[4.270695952029551,3.7316994512968646,0.6753425559264385,2.455405985391302,2.6330871626287546,4.649571605948476,0.6792718340663283])",1.0
R249,"new, report, climate, change, region, laugh, fight, on., onto","(200,[11,21,98,105,119,126,159,185,187],[3.3262343431887,2.5277266469709287,3.6516567436233283,0.6753425559264385,3.2208738275308737,3.914021008090819,3.5085558999826545,0.6792718340663283,2.579019941358479])",1.0
R093,"new, report, election, open, story, member., population, box, laugh","(200,[3,55,58,98,105,122,132,183,185],[3.577548771469606,3.2721671219184243,3.914021008090819,3.6516567436233283,0.6753425559264385,3.914021008090819,2.4789364828014966,4.137164559405029,0.6792718340663283])",1.0
R131,"new, report, education, soon, computer, teacher, wrong., matter","(200,[2,41,105,108,130,151,185],[4.137164559405029,3.383392757028649,1.350685111852877,4.137164559405029,2.366458499374806,3.6516567436233283,0.6792718340663283])",1.0
F107,"flat, earth, confirmed, sources, charge, rule, place, information","(200,[12,23,76,118,143,188,190],[4.270695952029551,0.6714286566053024,2.057723017725193,2.958509563063383,2.849310271098391,0.6406569979385486,6.6524686863774])",0.0
F153,"hoax, confirmed, sources, piece, beautiful, lay, special, make., sing","(200,[23,51,55,73,75,133,176,177,188],[0.6714286566053024,3.914021008090819,3.2721671219184243,3.5085558999826545,3.4440173788450834,3.125563647726549,3.6516567436233283,2.4789364828014966,0.6406569979385486])",0.0
F091,"flat, earth, confirmed, sources, two, arrive., expect, wonder","(200,[23,42,76,91,118,123,128,188],[0.6714286566053024,3.577548771469606,2.057723017725193,3.7316994512968646,2.958509563063383,3.4440173788450834,2.7826188965997183,0.6406569979385486])",0.0
R246,"new, report, economic, growth, office, particularly, find, painting.","(200,[43,105,110,120,138,144,185],[3.0385522707369192,0.6753425559264385,3.5085558999826545,2.455405985391302,4.270695952029551,4.649571605948476,0.6792718340663283])",1.0
F004,"secret, cure, confirmed, sources, offer, pick, form, task, office","(200,[21,23,51,92,144,147,158,172,188],[2.5277266469709287,0.6714286566053024,3.914021008090819,2.345405090176974,2.324785802974238,2.324785802974238,3.125563647726549,3.914021008090819,0.6406569979385486])",0.0
F220,"celebrity, scandal, confirmed, sources, social, degree, pay, read","(200,[23,50,86,97,121,143,188],[1.3428573132106048,2.7826188965997183,2.4789364828014966,3.172083663361442,2.6330871626287546,2.849310271098391,0.6406569979385486])",0.0
F121,"hoax, confirmed, sources, recognize, rich, drop, day, play, floor.","(200,[12,23,120,133,171,173,177,188],[4.270695952029551,0.6714286566053024,2.455405985391302,3.125563647726549,3.914021008090819,3.7316994512968646,4.957872965602993,0.6406569979385486])",0.0
F245,"mind, control, confirmed, sources, political, area, never, finish, guy.","(200,[8,23,49,81,135,175,178,184,188],[2.5277266469709287,0.6714286566053024,3.5085558999826545,2.2276220545205905,2.997730276216664,4.270695952029551,3.5085558999826545,2.5530444549552183,0.6406569979385486])",0.0
R035,"new, report, climate, change, especially, take, buy, book.","(200,[21,26,55,80,105,173,185,187],[2.5277266469709287,3.2208738275308737,3.2721671219184243,4.019381523748645,0.6753425559264385,3.7316994512968646,0.6792718340663283,2.579019941358479])",1.0
R024,"new, report, education, whole, source, case., manage, thing.","(200,[27,83,105,121,130,135,152,185],[3.914021008090819,3.3262343431887,0.6753425559264385,2.6330871626287546,2.366458499374806,2.997730276216664,3.7316994512968646,0.6792718340663283])",1.0
F079,"miracle, drug, confirmed, sources, old, list, environment, stock, try","(200,[7,23,56,60,83,93,128,188,193],[3.7316994512968646,0.6714286566053024,2.8844015909096608,2.8844015909096608,3.3262343431887,3.0385522707369192,2.7826188965997183,0.6406569979385486,3.8187108282864943])",0.0
R094,"new, report, policy, house, others, lawyer, keep, say., safe","(200,[21,36,42,105,139,140,142,185,194],[2.5277266469709287,4.607168188650764,3.577548771469606,0.6753425559264385,3.6516567436233283,4.019381523748645,2.4324164671666035,0.6792718340663283,3.914021008090819])",1.0
R040,"new, report, policy, knowledge, catch, fly, everyone, produce.","(200,[64,93,105,127,142,144,149,185],[4.270695952029551,3.0385522707369192,0.6753425559264385,3.577548771469606,2.4324164671666035,2.324785802974238,4.137164559405029,0.6792718340663283])",1.0
F170,"immortal, jellyfish, confirmed, sources, whether, call, sense, business, wife","(200,[6,21,23,47,66,76,146,174,188],[2.997730276216664,2.5277266469709287,0.6714286566053024,2.849310271098391,2.38796470459577,2.057723017725193,3.0385522707369192,3.577548771469606,0.6406569979385486])",0.0
F130,"immortal, jellyfish, confirmed, sources, night, deal, thing, yeah., measure","(200,[23,33,57,66,69,76,128,134,188],[0.6714286566053024,3.2208738275308737,3.383392757028649,2.38796470459577,3.914021008090819,2.057723017725193,2.7826188965997183,3.914021008090819,0.6406569979385486])",0.0
R085,"new, report, economic, growth, impact, community, energy, old, recently","(200,[34,83,105,107,120,144,172,174,185],[3.2208738275308737,3.3262343431887,0.6753425559264385,3.6516567436233283,2.455405985391302,2.324785802974238,3.914021008090819,3.577548771469606,0.6792718340663283])",1.0
R054,"new, report, budget, report, join, collection, including, establish., office","(200,[9,105,134,139,144,152,185,191],[3.577548771469606,1.350685111852877,3.914021008090819,3.6516567436233283,2.324785802974238,3.7316994512968646,0.6792718340663283,2.324785802974238])",1.0
R047,"new, report, technology, breakthrough, establish, rich, despite, success","(200,[12,20,28,81,101,105,123,185],[4.270695952029551,2.579019941358479,3.8187108282864943,2.2276220545205905,3.6516567436233283,0.6753425559264385,3.4440173788450834,0.6792718340663283])",1.0
R199,"new, report, economic, growth, example, step, space, kid, bed.","(200,[6,105,120,123,144,158,166,185,188],[2.997730276216664,0.6753425559264385,2.455405985391302,3.4440173788450834,2.324785802974238,3.125563647726549,3.383392757028649,0.6792718340663283,0.6406569979385486])",1.0
F062,"miracle, drug, confirmed, sources, report, however, song, across, glass","(200,[23,56,60,74,105,111,132,150,188],[0.6714286566053024,2.8844015909096608,2.8844015909096608,4.019381523748645,0.6753425559264385,4.270695952029551,2.4789364828014966,3.0811118851557153,0.6406569979385486])",0.0
R244,"new, report, technology, breakthrough, add, consumer, western, try","(200,[20,75,81,87,93,105,124,185],[2.579019941358479,3.4440173788450834,2.2276220545205905,3.3262343431887,3.0385522707369192,0.6753425559264385,3.5085558999826545,0.6792718340663283])",1.0
R107,"new, report, election, somebody, hotel, meet, however, bar","(200,[63,89,105,111,132,140,185],[4.019381523748645,3.914021008090819,0.6753425559264385,4.270695952029551,4.957872965602993,4.019381523748645,0.6792718340663283])",1.0
F148,"aliens, confirmed, sources, southern, health, turn, least, prove, board","(200,[5,14,23,34,50,54,86,143,188],[2.920769235080536,2.997730276216664,0.6714286566053024,3.2208738275308737,2.7826188965997183,3.577548771469606,2.4789364828014966,2.849310271098391,0.6406569979385486])",0.0
F023,"mind, control, confirmed, sources, hot, expert, simply, however.","(200,[8,23,42,61,93,114,184,188],[2.5277266469709287,0.6714286566053024,3.577548771469606,4.607168188650764,3.0385522707369192,3.6516567436233283,2.5530444549552183,0.6406569979385486])",0.0
R075,"new, report, budget, report, couple, stay, international, visit., win","(200,[33,102,105,171,185,188,191,198],[3.2208738275308737,4.270695952029551,1.350685111852877,3.914021008090819,0.6792718340663283,0.6406569979385486,2.324785802974238,4.019381523748645])",1.0
R220,"new, report, public, health, tough, crime, value, newspaper.","(200,[3,5,47,105,131,137,170,185],[3.577548771469606,2.920769235080536,2.849310271098391,0.6753425559264385,3.2721671219184243,3.7316994512968646,2.849310271098391,0.6792718340663283])",1.0
R099,"new, report, economic, growth, western, population, store, particularly, line.","(200,[43,58,105,115,120,124,144,184,185],[3.0385522707369192,3.914021008090819,0.6753425559264385,3.3262343431887,2.455405985391302,3.5085558999826545,2.324785802974238,2.5530444549552183,0.6792718340663283])",1.0
F066,"flat, earth, confirmed, sources, turn, drug, network, his., push","(200,[23,60,76,86,118,152,154,178,188],[0.6714286566053024,2.8844015909096608,2.057723017725193,2.4789364828014966,2.958509563063383,3.7316994512968646,3.3262343431887,3.5085558999826545,0.6406569979385486])",0.0
F060,"flat, earth, confirmed, sources, involve, wind, practice","(200,[23,71,76,80,118,158,188],[0.6714286566053024,3.5085558999826545,2.057723017725193,4.019381523748645,2.958509563063383,3.125563647726549,0.6406569979385486])",0.0
F022,"government, cover-up, confirmed, sources, perhaps, site, off., talk, thought","(200,[13,23,55,59,78,91,125,188],[2.4789364828014966,0.6714286566053024,3.2721671219184243,5.380491152937407,3.8187108282864943,3.7316994512968646,2.7826188965997183,0.6406569979385486])",0.0
F127,"mind, control, confirmed, sources, support, partner, unit, recently, ahead","(200,[8,17,23,34,68,116,135,184,188],[2.5277266469709287,3.172083663361442,0.6714286566053024,3.2208738275308737,3.4440173788450834,3.8187108282864943,2.997730276216664,2.5530444549552183,0.6406569979385486])",0.0
R212,"new, report, education, business, imagine, across, candidate, window.","(200,[19,74,101,105,130,158,174,185],[3.5085558999826545,4.019381523748645,3.6516567436233283,0.6753425559264385,2.366458499374806,3.125563647726549,3.577548771469606,0.6792718340663283])",1.0
F119,"mind, control, confirmed, sources, suggest, performance, nation, similar","(200,[8,14,16,23,46,151,184,188],[2.5277266469709287,2.997730276216664,3.2721671219184243,0.6714286566053024,3.914021008090819,3.6516567436233283,2.5530444549552183,0.6406569979385486])",0.0
F103,"hoax, confirmed, sources, see, member., develop, full, trouble","(200,[3,23,41,97,109,154,177,188],[3.577548771469606,0.6714286566053024,3.383392757028649,3.172083663361442,4.019381523748645,3.3262343431887,2.4789364828014966,0.6406569979385486])",0.0
F191,"mind, control, confirmed, sources, country, account, fish, cultural, trade.","(200,[8,23,33,70,166,176,184,187,188],[2.5277266469709287,0.6714286566053024,3.2208738275308737,3.7316994512968646,3.383392757028649,3.6516567436233283,2.5530444549552183,2.579019941358479,0.6406569979385486])",0.0
F002,"mind, control, confirmed, sources, reason, read, box, car, outside","(200,[8,23,50,74,122,144,168,184,188],[2.5277266469709287,0.6714286566053024,2.7826188965997183,4.019381523748645,3.914021008090819,2.324785802974238,3.7316994512968646,2.5530444549552183,0.6406569979385486])",0.0
R155,"new, report, election, spring, believe, call, guess, single, for.","(200,[41,44,60,89,105,132,133,146,185],[3.383392757028649,3.2721671219184243,2.8844015909096608,3.914021008090819,0.6753425559264385,2.4789364828014966,3.125563647726549,3.0385522707369192,0.6792718340663283])",1.0
R006,"new, report, technology, breakthrough, resource, design, serve, everyone","(200,[20,70,81,93,105,122,125,185],[2.579019941358479,3.7316994512968646,2.2276220545205905,3.0385522707369192,0.6753425559264385,3.914021008090819,2.7826188965997183,0.6792718340663283])",1.0
F086,"government, cover-up, confirmed, sources, nature, station, inside, city, speak","(200,[11,13,15,23,59,66,95,132,188],[3.3262343431887,2.4789364828014966,3.3262343431887,0.6714286566053024,2.6902455764687034,2.38796470459577,3.5085558999826545,2.4789364828014966,0.6406569979385486])",0.0
R168,"new, report, election, cover, area, individual, it., pick","(200,[5,14,49,104,105,132,172,185],[2.920769235080536,2.997730276216664,3.5085558999826545,4.270695952029551,0.6753425559264385,2.4789364828014966,3.914021008090819,0.6792718340663283])",1.0
R077,"new, report, public, health, future, list, church, debate","(200,[5,73,76,88,105,128,170,185],[2.920769235080536,3.5085558999826545,2.057723017725193,3.3262343431887,0.6753425559264385,2.7826188965997183,2.849310271098391,0.6792718340663283])",1.0
F209,"hoax, confirmed, sources, low, spring, modern., well, employee, argue","(200,[11,23,44,78,130,148,157,177,188],[3.3262343431887,0.6714286566053024,3.2721671219184243,3.8187108282864943,2.366458499374806,3.2208738275308737,3.2721671219184243,2.4789364828014966,0.6406569979385486])",0.0
R236,"new, report, public, health, head, town, administration, research, peace","(200,[5,32,64,97,105,115,170,185],[2.920769235080536,2.7508701982851385,4.270695952029551,3.172083663361442,0.6753425559264385,3.3262343431887,2.849310271098391,1.3585436681326566])",1.0
F186,"aliens, confirmed, sources, true, account, girl, company, likely., big","(200,[23,29,48,50,113,142,187,188],[0.6714286566053024,3.8187108282864943,3.8187108282864943,2.7826188965997183,3.5085558999826545,2.4324164671666035,2.579019941358479,1.2813139958770972])",0.0
R243,"new, report, public, health, apply, investment, leave, white","(200,[5,43,105,112,113,162,170,185],[2.920769235080536,3.0385522707369192,0.6753425559264385,2.997730276216664,3.5085558999826545,4.42484663185681,2.849310271098391,0.6792718340663283])",1.0
F094,"immortal, jellyfish, confirmed, sources, ability, kind, data, new, able.","(200,[23,44,66,76,81,95,130,185,188],[0.6714286566053024,3.2721671219184243,2.38796470459577,2.057723017725193,2.2276220545205905,3.5085558999826545,2.366458499374806,0.6792718340663283,0.6406569979385486])",0.0
